Posto/Quadro/Qualificação; Nome;Nº Portaria;Data Portaria
Maj Esp Sup Téc;Raul Teixeira Soares;;32295
Maj Av;Raul Vahia Netto;;24667
Ten Av;Raul Vejar;;21492
Maj;Raúl Vicente Burgos Pérez;262/SC;41058
Brig Gen Av;Raul Víctor Sampedro Fernandez;;33024
3S QSS SAD ;Ravardiere Villegagnon Costa de Andrade;968/SC;41428
Ten Cel Inf;Rawlinson Gomes de Souza;388/SC;39248
Major (USAF);Ray Emil Roestel;;25189
Alte Esq;Rayder Alencar da Silveira;400/SCC;35593
Senhor (França);Raymond Félix Louis Rannou;596/SC;38875
Professor;Raymond Lucien de Burlet;;28306
Senhor;Raymond Prado Valladares;;31580
Coronel (USAF);Raymond Walter Kahl Jr.;;22635
Senhor;Raymund W. Lúcia;;25542
1º Ten Esp Av;Raymundo Aldo Carneiro;;32659
Cap Av;Raymundo Alves de Campos;;23391
Maj Av;Raymundo Alves Guerra Rodrigues;;26476
1S QSS BMA;Raymundo Augusto Vasconcellos;;24391
Engenheiro;Raymundo Bauno Marussig;;25399
Doutor;Raymundo Cardoso da Costa Mariz;;31580
Senhor;Raymundo Carvalho F. de Oliveira;;21803
Cel Av;Raymundo do Nascimento Neto;;25045
Gen Div;Raymundo Ferreira de Souza;;26843
Cel R/1 (Ex);Raymundo Guarino Monteiro;;34516
Cel Ex;Raymundo Honório Ribeiro Sampaio;;30483
1S QSS SGS;Raymundo José de Bonfim Virgolino;;33024
Doutor;Raymundo José Portella Brim;;30118
Doutor;Raymundo Magalhães Valois Coelho;;31317
Gen Div;Raymundo Maximiano Negrão Torres;;29753
3S QSS BEV;Raymundo Miranda do Nascimento;;21569
SO QSS BMA;Raymundo Nascimento Costa;;25399
Gen Div;Raymundo Netto Correia;;23013
Gen Ex;Raymundo Nonato de Cerqueira Filho;410/SC;37033
Conselheiro;Raymundo Nonato Loyola de Castro;;26843
Cel Int;Raymundo Nonato Marinho;;28671
Senhor;Raymundo Nonato Rodrigues dos Santos;;26843
Comandante;Raymundo Nunes Macedo;;29388
Ten Cel Av;Raymundo Pacheco de Moraes Neto;687/SC;38525
Gen Ex;Raymundo Rodrigues Barbosa;;21157
1S QSS BMB;Raymundo Salustiano dos Santos;;28306
Embaixador;Raymundo Santos Rocha Magno;;33389
Ten Cel Eng;Raymundo Ubirajara da Fonseca Salgado Júnior;341/SC;40323
Brig Ar Engº;Raymundo Vasconcellos de Aboim;;20836
Senhor;Raymundo Xavier de Menezes;;23390
Senhor;Raymundo Youssef Kenj;408/SCC;35969
SO QSS BCT ;Raynner Guimarães da Silva;798/SCGC;42886
Capitão de Mar e Guerra ;Réal Brisson;143/SCGC;43488
Coordenadora-Geral de Planejamento (SAC-PR);Rebecca Lucena Campos;877/SCGC;41789
Diplomata;Regiane Mara Gonçalves De Melo;566/SCGC;43969
Maj Av;Regilanio Isaias Aguiar de Melo;565/SCGC;42513
Assessora Especial (SEC. GOV PR);Regina Aparecida da Cruz;728/SCGC;43598
Doutora;Regina Célia Pazzini Motta;;31580
Arquiteta;Regina Célia Sampaio Ventura;262/SC;41058
Senhora;Regina Coeli de Almeida Nunes;;34516
Senhora;Regina da Silva Soares da Silva;410/SC;37033
Professora;Regina Fátima de Andrade Medeiros Tavares;;34844
Senhora;Regina Goulart Lourenço;;35228
Maj Dent;Regina Helena Ribeiro Guedes;262/SC;41058
Empresária;Regina Helena Scripilliti Velloso;423/SC;39610
Ten Cel QFO  R1;Regina Helena Vieira;341/SC;40323
Senhor;Regina Lúcia Arrais Da Silva;566/SCGC;43969
Maj QFO Ans R/1;Regina Lucia Castanheira de Oliveira;423/SC;39610
Ten Cel Dent;Regina Lúcia da Rocha Salet;271/SC;40682
Senhora;Regina Lúcia Souza Ferreira;271/SC;40682
SO SAD;Regina Trindade da Cruz;262/SC;41058
2S QSS SGS;Reginaldo Andrade Passos;;25045
SO QSS SAD;Reginaldo Araújo;327/SCC;36665
Ten Cel Inf R/1;Reginaldo Barbosa Juvenal;408/SC;37399
Ten Cel Inf;Reginaldo Beltrato Carrera Chaves;;30483
1S QSS SAD;Reginaldo Cardozo Machado;566/SCGC;43969
SO QSS BMT ;Reginaldo da Hora Campos Junior;798/SCGC;42886
SO BEP;Reginaldo de Almeida Azevedo;262/SC;41058
Cel Av;Reginaldo de Jesus Carvalho;;32295
SO QSS SAD;Reginaldo de Oliveira;;30483
SO QSS BCO;Reginaldo de Oliveira Feijo;271/SC;40682
Cel PM (PE);Reginaldo de Souza Freitas;;34131
1S QSS BSP;Reginaldo Donizeti Soares;728/SCGC;43598
Ten Brig Ar Ref;Reginaldo dos Santos;;30118
Cel Av;Reginaldo dos Santos Guimarães;;28671
1S SAD R/1;Reginaldo Evangelista do Nascimento;;35228
Senhor;Reginaldo Ferreira da Silva;667/SC;38160
SO QSS BCT;Reginaldo Ferreira das Neves Junior;271/SC;40682
Cel Méd;Reginaldo Figueiredo;531/SC;37782
1S QSS SAD;Reginaldo Guedes da Silva;;34844
Cel Av;Reginaldo Hack Berlim;;33024
SO QSS BCO;Reginaldo José de Lima;721/SCGC;29/05/2015
2S QTA TAR;Reginaldo José dos Santos;423/SC;39610
Maj Esp Av;Reginaldo Knupp Soares;565/SCGC;42513
SO QSS SAD;Reginaldo Lemos Aragão;341/SC;40323
CB QCB SGS;Reginaldo Lisbôa Dias;;34844
SO QSS BMA;Reginaldo Neves de Araújo;410/SC;37033
Cb QCB BEI;Reginaldo Nogueira Mendes;877/SCGC;41789
2º Ten QOEA SVA;Reginaldo Pantoja Da Silva;566/SCGC;43969
Cel QOEArm;Reginaldo Pereira Batista;877/SCGC;41789
Ten Cel Av;Reginaldo Pianowski;;34516
Ten Cel Av;Reginaldo Pontirolli;461/SC;39958
Cel Int;Reginaldo Porto da Silveira;461/SC;39958
Procurador Federal;Reginaldo Roberto Albuquerque de Sá;596/SC;38875
1º Ten QOEA MUS;Reginaldo Rodrigues Barbosa;721/SCGC;29/05/2015
Perito Médico Legista;Reginaldo Rossi do Carmo;423/SC;39610
Cap Esp Com R/1;Reginato Scuissiatto;423/SC;39610
Ten Cel Int;Régio Marcos de Abreu;531/SC;37782
Cel Av;Régis Almeida de Figueiredo;;25045
Ten Cel Av;Regis Augusto Azevedo Peroba;423/SC;39610
2S QTA TCO;Regis Fernando da Silva;341/SC;40323
Embaixador;Regis Percy Arslanian;;33389
Doutor;Regis Ribeiro Guimarães;;28306
Maj Av ;Regis Vinicius Silva Barreto;968/SC;41428
1º Ten;Regis Wittmer;;31371
Doutor;Regozino Farias;;34131
Juiz;Regueira Carneiro da Cunha;;20828
Desembargador;Régulo da Cunha Peixoto;;30848
1S QSS BCO ;Rehilson Gomes da Silva;798/SCGC;42886
SO QSS BCO;Rehilson Gomes da Silva;649/SCGC;43230
Cel Av;Reinaldo Afonso Silveira;;30848
Ten Cel Capl;Reinaldo Alias;;31945
Maj Av;Reinaldo Alves da Silva;649/SCGC;43230
Maj Int;Reinaldo Araujo Oliveira;565/SCGC;42513
Cel Av R/1;Reinaldo Artur Matuchewski;687/SC;38525
SO QSS BCO;Reinaldo Bertolin;388/SC;39248
3S QESA SGS;Reinaldo Bessone Palma;;34844
SO QSS SMU;Reinaldo Campelo dos Santos;;30483
Cel Art (Ex);Reinaldo Cayres Minati;;33389
Economista;Reinaldo Coelho Portella;531/SC;37782
Doutor;Reinaldo Corrêa Bispo;;28671
SO QSS BMB ;Reinaldo da Costa Machado;798/SCGC;42886
Cap QOEA CTA R/1;Reinaldo de Almeida Araújo;596/SC;38875
Cel (Ex);Reinaldo de Almeida Rego;;33389
1S QSS SAD ;Reinaldo de Souza;798/SCGC;42886
3S QESA SEL;Reinaldo do Rosario Fantini;649/SCGC;43230
Maj Inf;Reinaldo do Valle Portocarrero;;33024
1S QSS SGS;Reinaldo Ferreira Mazei;341/SC;40323
Maj Av;Reinaldo Ferreira Paranaíba;565/SCGC;42513
Ten Cel Int;Reinaldo Fiuza de Andrade;;28776
Cap QOEA GDS ;Reinaldo Flores Coelho;798/SCGC;42886
SO QSS BMA;Reinaldo Francisco da Silva;408/SCC;35969
Ten Cel Inf;Reinaldo Jorge Ribeiro;;33758
Suboficial (ES);Reinaldo Lara Bastos;687/SC;38525
Maj Av;Reinaldo Leone Kede;;34131
SO QSS SAD;Reinaldo Luciano Betini;;34516
Cap Dent;Reinaldo Martins de Mello;;32295
Ten Cel Ex;Reinaldo Menna Barreto de Barros Falcåo Boson;;33389
Cel Av Ref;Reinaldo Peixe Lima;;29388
Comandante;Reinaldo Pereira dos Santos;;29011
Ten Cel Av;Reinaldo Pontes Filho;;35228
Senhor;Reinaldo Ramos da Fonseca;531/SC;37782
Ten Cel Av;Reinaldo Rodrigues da Rocha;;32659
SO QSS SEM;Reinaldo Rodrigues Duarte;;32659
Cel Inf;Reinaldo Salgado Beato;649/SCGC;43230
Cel Av;Reinaldo Silva Simião;;33389
Ministro-Conselheiro;Reinaldo Storani;388/SC;39248
Senhor;Reinaldo Theocharis Papaiordanou;341/SC;40323
Gen Bda ;Reinaldo Wollmeister Urtlauf;388/SC;39248
Procuradora;Rejane Batista de Souza Barbosa;341/SC;40323
Senhora ;Rejane Salete Marques;388/SC;39248
Advogada;Rejane Valéria Chaves de Castro;649/SCGC;43230
2S QSS SAD;Remi Erni Krug;;31945
Doutor;Remir Auday da Silva;;32295
Senhor;Remo Giraudo;;25526
Brig Ar;Remo Laporta;;24265
SO QSS BET;Remo Leão Prado;;31580
1º Ten Esp Av;Remy Antônio Pacheco;;25758
Cel Av R/1;Remy Carlos Kirchner;;30848
Gen Div;Remy de Almeida Escalante;;29753
Gen Div;Remy Graeter;327/SCC;36665
1º Ten Esp Com;Renaldo Geronimo da Silva;596/SC;38875
SO QSS BMA;Renaldo Macedo;;34131
General-de-Exército;Renaldo Quintas Magioli;410/SC;37033
CC;Renan Polonio Tavares;;22635
Doutor;Renan Rodrigues Baleeiro;;29753
Analista em C&T;Renata Aparecida Patricio Silva Miyoshi;649/SCGC;43230
1º Ten BM;Renata Botelho Ferreira;388/SC;39248
Ten Cel QODENT;Renata de Andrade Cunha;728/SCGC;43598
Cap QOEA SVA;Renata de Oliveira Ferreira;649/SCGC;43230
Maj Med ;Renata Francioni Lopes;798/SCGC;42886
Dentista;Renata Garcia De Siqueira Viegas;566/SCGC;43969
Analista Judiciária;Renata Lima da Silva Gonçalves;531/SC;37782
Delegada de Polícia Civil;Renata Malafaia Viana;877/SCGC;41789
Senhor;Renata Niggli;388/SC;39248
Senhora ;Renata Rezende Pontes Herani Alves;968/SC;41428
1º Ten Eng;Renata Rodrigues Frias;721/SCGC;29/05/2015
Senhora;Renata Varella Corrêa;728/SCGC;43598
SO QSS BMT ;Renato Alves da Silva;968/SC;41428
Maj Av;Renato Alves de Moraes;262/SC;41058
Maj Av ;Renato Alves de Oliveira;968/SC;41428
SO QSS SMU;Renato Antonio da Silva Junior;721/SCGC;29/05/2015
2º Sgt Av Mnt (EB);Renato Antonio Fava;423/SC;39610
Coronel-de-Material Bélico;Renato Antonio Machado Lima;687/SC;38525
Senhor;Renato Aráujo Malcotti;410/SC;37033
SO QSS BEI ;Renato Arruda Gonçalves;968/SC;41428
Brig Ar;Renato Augusto Rodrigues;;20836
Cel Av;Renato Barbieri;;24114
1S QSS SAD;Renato Biancardi;423/SC;39610
Cel Int (Ex);Renato Caldeira Igreja;566/SCGC;43969
Cap Dent;Renato Carlos Rissi;271/SC;40682
Cel Int;Renato Castro de Freitas Costa;;22297
Ten Cel Med;Renato Cavalcanti de Moura Cunha;388/SC;39248
General-de-Exército;Renato Cesar Tibau da Costa;370/SCC;36307
Empresário;Renato Cesar Vieira Araujo;721/SCGC;29/05/2015
Senhor;Renato Chermont;;22635
Maj Av;Renato Cianflone;;31945
Maj Brig Ar;Renato Cláudio Costa Pereira;;27575
Cap R/1;Renato Coelho da Silva;687/SC;38525
Senhor;Renato Comtins;;22635
CMG;Renato Corrêa de Brito Fernandes Silva;;29753
Cel Av;Renato Cossatis Filho;;35228
Maj Av;Renato Costa Siqueira;649/SCGC;43230
Deputado Federal (RJ);Renato Cozzolino Sobrinho;596/SC;38875
Maj Eng;Renato Cunha Rabelo;341/SC;40323
Cap Int;Renato da Silva dos Santos;262/SC;41058
Senhor;Renato Da Silva Dos Santos;566/SCGC;43969
SO QSS BMA;Renato da Silva Gomes;423/SC;39610
Cap QOEA SVA R/1;Renato da Silva Ricardo;423/SC;39610
Senhor;Renato da Silveira Martini;687/SC;38525
Senhor;Renato de Abreu Rocha;;30848
Doutor;Renato de Almeida;;20836
Alte Esq;Renato de Almeida Guillobel;;20836
Doutor;Renato de Araújo Sampaio;;20836
Cel Int;Renato de Carvalho Rêgo;;29388
Ten Cel Av R/1;Renato de Castro Barreto Filho;408/SC;37399
Maj QOECom ;Renato de Magalhães Rita;968/SC;41428
Deputado Federal;Renato de Mello Vianna;;33389
Alte Esq;Renato de Miranda Monteiro;;28671
Cel Av;Renato de Oliveira Bastos;;29011
Ten Cel Esp Arm;Renato de Paula Ebecken;;21941
SO QSS SAD;Renato de Souza Lopes;;34844
Professor;Renato de Toledo Guimarães Vaz;410/SC;37033
Maj Eng;Renato do Carmo Rodrigues Leite;721/SCGC;29/05/2015
Doutor;Renato do Rego Malheiros Franco;;32659
Cel Av;Renato do Valle Castro;;24114
Maj Av;Renato Domingos Duarte;721/SCGC;29/05/2015
Ten Cel Av;Renato dos Reis Campos;565/SCGC;42513
2º Ten Int;Renato dos Santos Von Boeckel;;20836
Maj Av;Renato Duarte Rodrigues;271/SC;40682
Senhor;Renato Eustáquio Maia Surette;;33389
SO QSS SAD;Renato Farias dos Santos;667/SC;38160
Prefeito de Sorocaba (SP);Renato Fauvel Amary;408/SC;37399
Cap QOEA CTA;Renato Fernandes Arruda;649/SCGC;43230
Coronel PM (DF);Renato Fernandes de Azevedo;667/SC;38160
Cel Av Ref;Renato Fiche;;27204
SO (FN-ES) ;Renato França Cardeal ;968/SC;41428
SO QSS BEI;Renato Francisco Pacheco;596/SC;38875
Coronel-Aviador (Uruguai);Renato Fratta Risso;667/SC;38160
CC;Renato Frederico Corrêa Vaz;;28306
CMG;Renato Garcia Arruda;721/SCGC;29/05/2015
Comandante;Renato Garcia Roza;;32295
SO QSS SGS;Renato Gomes;667/SC;38160
Cel Int;Renato Gomes da Conceição;596/SC;38875
Jornalista;Renato Gomes da Veiga Pessoa;;20828
Maj Com (EB);Renato Gonçalves da Silveira Filho;423/SC;39610
SO QSS BCT;Renato Gonçalves de Carvalho;262/SC;41058
Cel Av R/1;Renato Gonçalves Martins;410/SC;37033
Cel Eng;Renato Gonçalves Vaz;;27575
Cel Ref;Renato Goulart Pereira;;21205
Cel Ex;Renato Grieco Laporta;;29753
Cmt de-Grupo;Renato Ianiszewskic;;23209
1S QSS SOB;Renato Ignácio Figueiredo;649/SCGC;43230
General-de-Brigada;Renato Indio da Costa Lemos;408/SC;37399
Diretor da Comissão de Anistia do Ministério da Justiça e Cidadania ;Renato Jimenez Marianno;798/SCGC;42886
Doutor;Renato João Baptista Della Togna;;27204
General-de-Exército;Renato Joaquim Ferrarezi;667/SC;38160
Jornalista;Renato Jobim;;26843
SO QSS BEI;Renato José da Silva;408/SCC;35969
Ten Cel Int;Renato José da Silva;;24299
2º Ten Eng (Ex);Renato José de Deus;877/SCGC;41789
Doutor;Renato José do Valle Castro;;31945
Ten Cel PM (MG);Renato José Macedo Rodrigues;531/SC;37782
Senhor;Renato José Vieira;;29753
CMG;Renato Lacerda;;30483
Maj Av;Renato Leal Leite;271/SC;40682
Ten Cel Av;Renato Lima;461/SC;39958
Ten Cel Med;Renato Lopes Lima;461/SC;39958
Professor;Renato Luiz da Costa Silva;;29753
C Alte;Renato Luiz Gavião;;30118
Cel Av;Renato Luiz Scariot;408/SCC;35969
T1 QTA TAR;Renato Luiz Tinoco Fontão;;34131
Maj Esp Met;Renato Luiz Zauer;;33024
Senhor;Renato M. do Rego Franco;;34131
Brig Méd;Renato Machado Silva;;27575
SO QSS BMA;Renato Macieira de Brites;565/SCGC;42513
1S QSS BFT;Renato Maia Rael;566/SCGC;43969
Suboficial;Renato Manfredo Corrêa Gonzales;;25896
Senhor;Renato Markus Martins Lima;;26476
Maj Esp Met;Renato Marques de Melo;271/SC;40682
Ten Cel Ex;Renato Martins Povoa;;24842
Cel Av R/1;Renato Meirelles;327/SCC;36665
Engenheiro;Renato Mello Zanetta;531/SC;37782
Cel Int;Renato Moreira Bastos;;30483
Diplomata;Renato Mosca de Souza;667/SC;38160
Cel Int;Renato Orlando Bueno;;23209
CF;Renato Otto;;35228
Doutor;Renato Pacheco Filho;;29388
Cel Av;Renato Paiva Lamounier;;26843
Senhor;Renato Patrão;667/SC;38160
Cap QOEA;Renato Paulo da Silva;;33758
SO QSS BMA ;Renato Penedo da Silva;798/SCGC;42886
Cap Av;Renato Pereira Vieira;262/SC;41058
Ten Cel Av;Renato Pietroforte Carvalho;687/SC;38525
Senhor;Renato Pinheiro de Carvalho;;28306
Cel Av;Renato Pinho Bittencourt;;23937
Cel Méd;Renato Pinto de Castro;;34131
SO QSS SEL;Renato Pires Sales;;31215
Coordenador-Geral (MF);Renato Pontes Dias;721/SCGC;29/05/2015
Embaixador;Renato Prado Guimarães;;28671
Engenheiro Eletricista;Renato Queiroz Di Iúlio;667/SC;38160
Cel Av;Renato Queiroz Prata;596/SC;38875
Coronel-de-Infantaria;Renato Ramos de Carvalho;667/SC;38160
Maj Inf;Renato Rangel;;32659
