ORD;QUALIFICAÇÃO;AGRACIADO;PORTARIA;DATA
11075;Segundo-Sargento QSS SEM;Luiz Carlos Bianchetti;204/SC;22/02/2005
11076;Suboficial QSS BCT;Luiz Carlos Borges;092/SCC;20/01/1982
11077;Suboficial QSS SML;Luiz Carlos Borges Silva;968-A/SCC;14/12/1990
11078;Segundo-Sargento QSS SDE;Luiz Carlos Braga de Araújo;1813/SCC;20/12/1984
11079;Suboficial ;Luiz Carlos Calazans;107/SC;25/02/2010
11080;Primeiro-Sargento QSS SOB;Luiz Carlos Calza;130/SCGC;03/02/2014
11081;Primeiro-Sargento QSS SEL;Luiz Carlos Camargo da Silva;870/SCC;20/12/1991
11082;Suboficial QSS BET;Luiz Carlos Carneiro Cavalcante;161/SC;21/02/2003
11083;Cabo QCB SAD;Luiz Carlos Carvalho Teixeira;81/SC;07/02/2011
11084;Suboficial QSS BEP;Luiz Carlos Cintra Vasconcelos;58/SC;14/02/2012
11085;Suboficial QSS BMA;Luiz Carlos Costa Miguel;10/SCGC;10/01/2019
11086;Cabo QCB SEF;Luiz Carlos Couto Lima;90/SCC;22/02/1999
11087;Primeiro-Tenente QOEA;Luiz Carlos da Costa;1057/SCC;20/12/1985
11088;Suboficial QSS SEM;Luiz Carlos da Costa Schroeder;968-A/SCC;14/12/1990
11089;Capitão QOEA COM;Luiz Carlos da Silva;1194/SCC;15/12/1986
11090;Suboficial QSS BMB;Luiz Carlos da Silva;870/SCC;20/12/1991
11091;Suboficial QSS BCT;Luiz Carlos da Silva;204/SC;22/02/2005
11092;Suboficial SPV;Luiz Carlos da Silva;107/SC;25/02/2010
11093;Primeiro-Sargento QSS SEM;Luiz Carlos da Silva;2/SCGC;06/01/2020
11094;Suboficial QSS SAD;Luiz Carlos da Silva Alves;931/SCC;12/12/1989
11095;Primeiro-Sargento QSS BCT;Luiz Carlos da Silva Carvalho;58/SC;14/02/2012
11096;Suboficial QSS BEI;Luiz Carlos da Silva Costa;130/SCGC;03/02/2014
11097;Suboficial QSS BMA;Luiz Carlos da Silva Gonçalves;051/SCC;26/02/1993
11098;Cabo QCB BMB;Luiz Carlos da Silva Lima;048/SCC;18/01/1996
11099;Suboficial QSS SDE;Luiz Carlos da Silva Ribeiro;870/SCC;20/12/1991
11100;Suboficial QSS BCT;Luiz Carlos da Silva Rodrigues;90/SCC;22/02/1999
11101;Suboficial QSS BCT;Luiz Carlos De Abreu;1.659/SCGC;21/12/2016
11102;Segundo-Sargento QSS BMT;Luiz Carlos de Abreu Alexandre;1813/SCC;20/12/1984
11103;Segundo-Sargento QSS SAD;Luiz Carlos de Almeida Rodrigues;047/SCC;20/01/1981
11104;Cabo QCB SGS;Luiz Carlos de Andrade;160/SCC;16/03/1994
11105;Terceiro-Sargento QESA SGS;Luiz Carlos de Araujo;58/SC;14/02/2012
11106;Suboficial QSS BMA;Luiz Carlos de Carvalho;1172/SCC;15/12/1987
11107;Suboficial QSS BMB;Luiz Carlos de Castro Faria;870/SCC;20/12/1991
11108;Taifeiro de Primeira Classe QTA TCO;Luiz Carlos de Freitas;092/SCC;20/01/1982
11109;Senhor;Luiz Carlos de Lira;100/SCC;20/02/1997
11110;Suboficial QSS SEL;Luiz Carlos de Mattos Neves;931/SCC;12/12/1989
11111;Suboficial (Mar);Luiz Carlos de Moraes;870/SCC;20/12/1991
11112;Suboficial QSS BMA;Luiz Carlos de Oliveira;841/SCC;01/12/1988
11113;Suboficial QSS BMA;Luiz Carlos de Oliveira;051/SCC;26/02/1993
11114;Cabo QCB SEF;Luiz Carlos de Oliveira;130/SCGC;03/02/2014
11115;Suboficial;Luiz Carlos de Oliveira;130/SCGC;03/02/2014
11116;Taifeiro de Primeira Classe QTA TAR;Luiz Carlos de Oliveira Barboza;113/SCC;28/02/2000
11117;Suboficial BMB;Luiz Carlos de Oliveira Motta;80/SC;26/02/2008
11118;Suboficial QSS  ;Luiz Carlos de Paula;107/SC;25/02/2009
11119;Suboficial QSS BMA;Luiz Carlos de Souza;90/SCC;22/02/1999
11120;Terceiro-Sargento SEF;Luiz Carlos de Souza;107/SC;25/02/2010
11121;Terceiro-Sargento SAD;Luiz Carlos de Souza;107/SC;25/02/2010
11122;Senhor;Luiz Carlos de Souza Oliveira;193/SCC;20/02/1995
11123;Suboficial QSS BSP;Luiz Carlos Delfino do Nascimento;1172/SCC;15/12/1987
11124;Suboficial QSS BET;Luiz Carlos do Amaral;160/SCC;16/03/1994
11125;Subtenente de Artilharia;Luiz Carlos do Nascimento;29/SCGC;29/01/2016
11126;Suboficial QSS BEV;Luiz Carlos do Rosario;107/SC;25/02/2009
11127;Suboficial QSS SAD;Luiz Carlos Dornelles Rosner;931/SCC;12/12/1989
11128;Suboficial QSS BEI;Luiz Carlos dos Santos;841/SCC;01/12/1988
11129;Suboficial QSS BCT;Luiz Carlos dos Santos;160/SCC;16/03/1994
11130;Primeiro-Sargento QSS BMA;Luiz Carlos dos Santos Gomes;091/SCC;20/01/1980
11131;Suboficial QSS BMA;Luiz Carlos Fagundes Lima;141/SC;19/02/2002
11132;Suboficial QSS BCO;Luiz Carlos Fernandes;870/SCC;20/12/1991
11133;Suboficial QSS BET;Luiz Carlos Fernandes Leite;247/SC;06/03/2006
11134;Senhor;Luiz Carlos Fernandes Testa;80/SC;26/02/2008
11135;Primeiro-Sargento QSS SGS;Luiz Carlos Ferreira;968-A/SCC;14/12/1990
11136;Suboficial QSS BMA;Luiz Carlos Ferreira;048/SCC;18/01/1996
11137;Suboficial QSS BMA;Luiz Carlos Ferreira Lima;141/SC;19/02/2002
11138;Suboficial QSS BMA;Luiz Carlos Ferreira Mendes;193/SCC;20/02/1995
11139;Cabo QCB SEM;Luiz Carlos Gama;110/SCC;28/01/1980
11140;Primeiro-Sargento QSS SAD;Luiz Carlos Gomes;086/SCC;20/01/1983
11141;Cabo QCB SGS;Luiz Carlos Gomes;1813/SCC;20/12/1984
11142;Suboficial QSS BEV;Luiz Carlos Gomes Carioca;113/SCC;28/02/2000
11143;Suboficial QSS BSP;Luiz Carlos Gomes da Silva;107/SC;25/02/2009
11144;Suboficial QSS BCT;Luiz Carlos Hansen;193/SCC;20/02/1995
11145;Primeiro-Sargento QSS BMA;Luiz Carlos Honorato;931/SCC;12/12/1989
11146;Suboficial QSS BET;Luiz Carlos Ishimura;98/SCC;18/02/1998
11147;Segundo-Sargento de Cavalaria;Luiz Carlos Lopes;182/SCGC;18/02/2015
11148;Taifeiro de Primeira Classe QTA TVA;Luiz Carlos Lopes da Silva;193/SCC;20/02/1995
11149;Suboficial QSS BMA;Luiz Carlos Lopes Pinheiro;113/SC;22/02/2001
11150;Suboficial QSS BMA;Luiz Carlos Machado;1172/SCC;15/12/1987
11151;Suboficial QSS BMA;Luiz Carlos Machado;870/SCC;20/12/1991
11152;Capitão QOEA ANV;Luiz Carlos Maciel;086/SCC;20/01/1983
11153;Suboficial QSS BMA;Luiz Carlos Manhães;160/SCC;16/03/1994
11154;Suboficial QSS BET;Luiz Carlos Manoel;048/SCC;18/01/1996
11155;Terceiro-Sargento QESA SGS;Luiz Carlos Mendes da Silva;113/SC;22/02/2001
11156;Suboficial QSS SMU;Luiz Carlos Morgili;841/SCC;01/12/1988
11157;Suboficial QSS BET;Luiz Carlos Norbert;98/SCC;18/02/1998
11158;Suboficial QSS BMA;Luiz Carlos Nunes;968-A/SCC;14/12/1990
11159;Suboficial BMA;Luiz Carlos Nunes de Oliveira;81/SC;07/02/2011
11160;Suboficial QSS BMA;Luiz Carlos Nunes Viana;193/SCC;20/02/1995
11161;Suboficial QSS SDE;Luiz Carlos Paes;1057/SCC;20/12/1985
11162;Suboficial QSS BEI;Luiz Carlos Peixoto;870/SCC;20/12/1991
11163;Segundo-Sargento QSS SAD;Luiz Carlos Peixoto Filho;1.659/SCGC;21/12/2016
11164;Suboficial QSS SGS;Luiz Carlos Pereira;98/SCC;18/02/1998
11165;Suboficial QSS BCO;Luiz Carlos Pereira Camargo;931/SCC;12/12/1989
11166;Suboficial QSS BCT;Luiz Carlos Pereira de Souza;048/SCC;18/01/1996
11167;Suboficial QSS SEM;Luiz Carlos Pinheiro David;968-A/SCC;14/12/1990
11168;Suboficial QSS SAD;Luiz Carlos Pinheiro Machado;1194/SCC;15/12/1986
11169;Suboficial QSS SEF;Luiz Carlos Pinto Gomes;141/SC;19/02/2002
11170;Segundo-Sargento QSS SAD;Luiz Carlos Pons Ayres;1813/SCC;20/12/1984
11171;Suboficial QSS BSP;Luiz Carlos Primo Aguiar;113/SC;22/02/2001
11172;Terceiro-Sargento QTA TCO;Luiz Carlos Reis da Silva Oliveira;161/SC;21/02/2003
11173;Suboficial QSS BMA;Luiz Carlos Ribeiro;98/SCC;18/02/1998
11174;Segundo-Sargento QSS SDE;Luiz Carlos Ribeiro;202/SC;18/02/2004
11175;Subtenente de Aviação/Manutenção;Luiz Carlos Ribeiro Moura;106/SC;21/02/2007
11176;Capitão QOEA;Luiz Carlos Rodrigues Maio;116/SCC;20/01/1984
11177;Taifeiro-Mor QTA TAR;Luiz Carlos Santos;193/SCC;20/02/1995
11178;Suboficial QSS BMA;Luiz Carlos Schwingel;106/SC;21/02/2007
11179;Suboficial QSS SAD;Luiz Carlos Silva;841/SCC;01/12/1988
11180;Suboficial QSS SEL;Luiz Carlos Silva Dockhorn;931/SCC;12/12/1989
11181;Segundo-Sargento QE;Luiz Carlos Silva Mota;6/SCGC;08/01/2018
11182;Suboficial QSS SGS;Luiz Carlos Silvestrin;98/SCC;18/02/1998
11183;Suboficial QSS BCO;Luiz Carlos Souza;1813/SCC;20/12/1984
11184;Suboficial QSS BCO;Luiz Carlos Teixeira;968-A/SCC;14/12/1990
11185;Suboficial QSS BMA;Luiz Carlos Teixeira Loures;106/SC;21/02/2007
11186;Major QOEMET;Luiz Carlos Teles Batista;100/SCC;20/02/1997
11187;Senhor;Luiz Carlos Tenorio Acosta;10/SCGC;10/01/2019
11188;Senhor;Luiz Carlos Vasconcelos Comin;98/SCC;18/02/1998
11189;Suboficial QSS SDE;Luiz Carlos Venâncio;931/SCC;12/12/1989
11190;Suboficial QSS BEI;Luiz Carlos Veras;870/SCC;20/12/1991
11191;Cabo QCB BMA;Luiz Carlos Vicente da Silva;98/SCC;18/02/1998
11192;Senhor;Luiz Carlos Vilela dos Santos;113/SCC;28/02/2000
11193;Taifeiro-Mor QTA TBA;Luiz Carlos Viriato de Araújo;113/SC;22/02/2001
11194;Segundo-Sargento SGS;Luiz Carlos Zaidan Guerra;107/SC;25/02/2010
11195;Suboficial QSS BMA;Luiz Celso Urbano;189/SC;07/02/2013
11196;Senhor;Luiz César Alvarez de Aguião;107/SC;25/02/2010
11197;Suboficial QSS SEF;Luiz Cesario da Silva Paes Leme;106/SC;21/02/2007
11198;Suboficial QSS SEL;Luiz Cezar Bahia;160/SCC;16/03/1994
11199;Suboficial QSS BEP;Luiz Cezar Grigoli;161/SC;21/02/2003
11200;Suboficial QSS BEP;Luiz Ciriaco Filho;193/SCC;20/02/1995
11201;Primeiro-Sargento QSS SGS;Luiz Cláudio Alves Baptista;204/SC;22/02/2005
11202;Suboficial QSS SOB;Luiz Cláudio Alves da Paixão;161/SC;21/02/2003
11203;Suboficial QSS BET;Luiz Cláudio Amora;204/SC;22/02/2005
11204;Suboficial QSS BMA;Luiz Claudio Bastos da Silva ;107/SC;25/02/2009
11205;Suboficial QSS BMA;Luiz Cláudio Botine;98/SCC;18/02/1998
11206;Suboficial QSS SAD;Luiz Claudio Carvalho Ribeiro;189/SC;07/02/2013
11207;Suboficial QSS STP;Luiz Cláudio da Costa;161/SC;21/02/2003
11208;Segundo-Sargento QSS SAD;Luiz Claudio da Costa Jesus;048/SCC;18/01/1996
11209;Senhor;Luiz Cláudio da Costa Nascimento;113/SC;22/02/2001
11210;Cabo QCB SEM;Luiz Cláudio da Silva;98/SCC;18/02/1998
11211;Senhor;Luiz Cláudio da Silva;58/SC;14/02/2012
11212;Segundo-Sargento SAD;Luiz Claudio de Araujo da Silva;81/SC;07/02/2011
11213;Segundo-Sargento QSS BSP;Luiz Claudio de Faria;107/SC;25/02/2009
11214;Segundo-Sargento QSS BET;Luiz Claudio de Faria;29/SCGC;29/01/2016
11215;Segundo-Sargento QSS SOB;Luiz Claudio de Oliveira;2/SCGC;06/01/2020
11216;Primeiro-Tenente QOEA;Luiz Cláudio de Oliveira;1813/SCC;20/12/1984
11217;Primeiro-Sargento QSS BMA;Luiz Claudio de Sousa Passaroni;58/SC;14/02/2012
11218;Suboficial QSS SGS;Luiz Claudio de Souza Costa;189/SC;07/02/2013
11219;Suboficial QSS BMT;Luiz Claudio Diniz Lucas;90/SCC;22/02/1999
11220;Suboficial QSS SML;Luiz Claudio do Espirito Santo;58/SC;14/02/2012
11221;Suboficial QSS BMA;Luiz Claudio Fernandes de Almeida;189/SC;07/02/2013
11222;Subtenente de Engenharia;Luiz Claudio Freire da Costa;81/SC;07/02/2011
11223;Senhor;Luiz Claudio Garcia;130/SCGC;03/02/2014
11224;Segundo-Sargento QSS BSP;Luiz Claudio Garcia de França;130/SCGC;03/02/2014
11225;Suboficial QSS BET;Luiz Claudio Goldani;106/SC;21/02/2007
11226;Suboficial QSS BSP;Luiz Cláudio Gomes Ramos;968-A/SCC;14/12/1990
11227;Suboficial QSS BCT;Luiz Cláudio Jardim Rocha;193/SCC;20/02/1995
11228;Suboficial QSS BCO;Luiz Claudio Madeiro de Albuquerque;247/SC;06/03/2006
11229;Suboficial QSS BCT;Luiz Cláudio Magalhaes da Conceição;2/SCGC;06/01/2020
11230;Suboficial BMA;Luiz Claudio Mendes Afonso;81/SC;07/02/2011
11231;Suboficial QSS BMA;Luiz Cláudio Moro;161/SC;21/02/2003
11232;Cabo QCB SAD;Luiz Claudio Pais Junior;130/SCGC;03/02/2014
11233;Suboficial QSS SOB;Luiz Cláudio Ribeiro;161/SC;21/02/2003
11234;Terceiro-Sargento QESA SDE;Luiz Cláudio Rocha de Souza;189/SC;07/02/2013
11235;Suboficial (CA);Luiz Claudio Rodrigues;130/SCGC;03/02/2014
11236;Suboficial SEM;Luiz Claudio Rodrigues de Carvalho;81/SC;07/02/2011
11237;Suboficial QSS BMA;Luiz Claudio Sampaio da Silva;113/SCC;28/02/2000
11238;Segundo-Sargento (AV-AP);Luiz Claudio Santos da Silva;80/SC;26/02/2008
11239;Segundo-Sargento QSS SAD;Luiz Cláudio Silva Cardoso;100/SCC;20/02/1997
11240;Suboficial QSS BMA;Luiz Clever Ferraz de Freitas;189/SC;07/02/2013
11241;Suboficial QSS BET;Luiz Costa Matos;931/SCC;12/12/1989
11242;Senhor;Luiz Cristino;051/SCC;26/02/1993
11243;Suboficial QSS SGS;Luiz Cudo;1813/SCC;20/12/1984
11244;Suboficial QSS BCO;Luiz da Silva Ferreira;048/SCC;18/01/1996
11245;Suboficial QSS BMT;Luiz da Silva Filho;092/SCC;20/01/1982
11246;Senhor;Luiz Dácia Costa;968-A/SCC;14/12/1990
11247;Terceiro-Sargento de Infantaria;Luiz David Succu de Souza;80/SC;26/02/2008
11248;Senhor;Luiz de Azevedo;086/SCC;20/01/1983
11249;Suboficial QSS SEM;Luiz de Freitas Bezerra Neto;968-A/SCC;14/12/1990
11250;Primeiro-Tenente QOEA;Luiz de Gonzaga Guimarães;047/SCC;20/01/1981
11251;Primeiro-Tenente QOEA;Luiz de Oliveira Cardoso;116/SCC;20/01/1984
11252;Segundo-Sargento QSS SAD;Luiz de Orleans Bastos Filho;841/SCC;01/12/1988
11253;Primeiro-Sargento QSS SEL;Luiz de Siqueira;091/SCC;20/01/1980
11254;Suboficial (OS);Luiz de Sousa Fernandes;58/SC;14/02/2012
11255;Primeiro-Tenente ;Luiz de Sousa Silva;1172/SCC;15/12/1987
11256;Taifeiro-Mor QTA TCO;Luiz Dias Gomes;931/SCC;12/12/1989
11257;Suboficial QSS BEP;Luiz Dias Pereira;1172/SCC;15/12/1987
11258;Suboficial QSS BMA;Luiz Dionisio Freitas das Neves;204/SC;22/02/2005
11259;Primeiro-Sargento QSS BMA;Luiz do Carmo Franco;091/SCC;20/01/1980
11260;Suboficial QSS BCO;Luiz dos Santos Pereira;130/SCGC;03/02/2014
11261;Senhor;Luiz Edgard da Silva;160/SCC;16/03/1994
11262;Suboficial (ES);Luiz Edmundo Soares Nogueira;6/SCGC;08/01/2018
11263;Segundo-Sargento QSS SAD;Luiz Eduardo de Oliveira Fernandes;10/SCGC;10/01/2019
11264;Primeiro-Tenente QOEA;Luiz Eduardo Fernandes da Costa;051/SCC;26/02/1993
11265;Suboficial QSS SAD;Luiz Eduardo Procopio da Silva;29/SCGC;29/01/2016
11266;Suboficial QSS BMA;Luiz Eduardo Souza da Silva;247/SC;06/03/2006
11267;Cabo QCB SEF;Luiz Edval Ribeiro da Silva;182/SCGC;18/02/2015
11268;Suboficial QSS SAD;Luiz Eneas de Carvalho;870/SCC;20/12/1991
11269;Primeiro-Sargento QSS SGS;Luiz Ernandes Silva;98/SCC;18/02/1998
11270;Primeiro-Tenente QOEA;Luiz Esteves Coelho;1813/SCC;20/12/1984
11271;Primeiro-Sargento QSS BMA;Luiz Fabiano Wiethan Quinhones;29/SCGC;29/01/2016
11272;Soldado BM (MT);Luiz Fabio da Silva;107/SC;25/02/2010
11273;Segundo-Sargento QSS SAD;Luiz Felipe Martins de Mello;048/SCC;18/01/1996
11274;Primeiro-Sargento QSS SDE;Luiz Felipe Mello da Silva;051/SCC;26/02/1993
11275;Primeiro-Sargento QSS BCO;Luiz Fernandes de Menezes;1194/SCC;15/12/1986
11276;Suboficial QSS BMA;Luiz Fernandes dos Remédios;841/SCC;01/12/1988
11277;Suboficial QSS SDE;Luiz Fernandes Xavier;182/SCGC;18/02/2015
11278;Suboficial QSS BMA;Luiz Fernando Anidio Moreira;10/SCGC;10/01/2019
11279;Suboficial QSS BEI;Luiz Fernando Balduino Guedes;90/SCC;22/02/1999
11280;Senhor;Luiz Fernando Barros de Lima;141/SC;19/02/2002
11281;Senhor;Luiz Fernando Brandão;81/SC;07/02/2011
11282;Suboficial QSS BMA;Luiz Fernando Cardoso Marmelo;189/SC;07/02/2013
11283;Capitão;Luiz Fernando da Silva Barbosa;051/SCC;26/02/1993
11284;Suboficial SGS;Luiz Fernando da Silva Marcos;81/SC;07/02/2011
11285;Suboficial QSS BET;Luiz Fernando de Souza Corrêa;841/SCC;01/12/1988
11286;Suboficial QSS SEM;Luiz Fernando de Souza Mendonça;1172/SCC;15/12/1987
11287;Suboficial ;Luiz Fernando Domingos de Medeiros;80/SC;26/02/2008
11288;Suboficial QSS BSP;Luiz Fernando dos Santos;048/SCC;18/01/1996
11289;Suboficial SEM;Luiz Fernando Ferreira Gomes Pinto;107/SC;25/02/2010
11290;Cabo QCB SAD;Luiz Fernando Lopes de Oliveira;160/SCC;16/03/1994
11291;Suboficial QSS BMA;Luiz Fernando Maestri;113/SC;22/02/2001
11292;Primeiro-Sargento QSS BSP;Luiz Fernando Marques Romano;1194/SCC;15/12/1986
11293;Suboficial QSS BMA;Luiz Fernando Mibach;107/SC;25/02/2009
11294;Primeiro-Sargento QSS SAD;Luiz Fernando Montalvão;968-A/SCC;14/12/1990
11295;Suboficial QSS BET;Luiz Fernando Novaes Santarosa;2/SCGC;06/01/2020
11296;Suboficial QSS BMA;Luiz Fernando Peres Seixas;1194/SCC;15/12/1986
11297;Suboficial SGS;Luiz Fernando Pompeu Madeira;107/SC;25/02/2010
11298;Senhor;Luiz Fernando Porto;870/SCC;20/12/1991
11299;Primeiro-Sargento SPV;Luiz Fernando Ribeiro;107/SC;25/02/2010
11300;Suboficial QSS BCO;Luiz Fernando Rosa;107/SC;25/02/2010
11301;Primeiro-Sargento de Artilharia;Luiz Fernando Santos de Lima;247/SC;06/03/2006
11302;Subtenente de Comunicações;Luiz Fernando Sauthier;189/SC;07/02/2013
11303;Primeiro-Sargento QSS SDE;Luiz Fernando Simas de Barros;092/SCC;20/01/1982
11304;Terceiro-Sargento QSS BET;Luiz Fernando Steffen;116/SCC;20/01/1984
11305;Suboficial QSS SEF;Luiz Ferreira da Costa;2/SCGC;06/01/2020
11306;Capitão QOEA SVA;Luiz Ferreira do Amaral Junior;247/SC;06/03/2006
11307;Suboficial QSS BCO;Luiz Ferreira Filho;870/SCC;20/12/1991
11308;Suboficial QSS BCO;Luiz Flávio Caresia Gustavo;113/SC;22/02/2001
11309;Taifeiro de Primeira Classe QTA TAR;Luiz Francisco de Melo Petrocchi;841/SCC;01/12/1988
11310;Suboficial QSS BMA;Luiz Freire de Meirelles;968-A/SCC;14/12/1990
11311;Doutor;Luiz Gabriel Zapata Oses;1057/SCC;20/12/1985
11312;Capitão;Luiz Galvão de Almeida;051/SCC;26/02/1993
11313;Suboficial QSS BET;Luiz George Marcelino da Trindade;113/SCC;28/02/2000
11314;Capitão QOEA;Luiz Geraldo Soares Teixeira;116/SCC;20/01/1984
11315;Suboficial QSS BEV;Luiz Gonçalves Santilli;047/SCC;20/01/1981
11316;Senhor;Luiz Gonzaga Alves;107/SC;25/02/2009
11317;Suboficial QSS BSP;Luiz Gonzaga Batista Filho;141/SC;19/02/2002
11318;Suboficial QSS BMA;Luiz Gonzaga de Lima;90/SCC;22/02/1999
11319;Primeiro-Sargento QSS SEF;Luiz Gonzaga de Souza;116/SCC;20/01/1984
11320;Senhor;Luiz Gonzaga Fernandes Carvalho;086/SCC;20/01/1983
11321;Suboficial QSS BMA;Luiz Gonzaga Ferreira do Nascimento;048/SCC;18/01/1996
11322;Suboficial QSS SEM;Luiz Gonzaga Júnior;870/SCC;20/12/1991
11323;Primeiro-Sargento QSS SML;Luiz Gonzaga Lopes;116/SCC;20/01/1984
11324;Suboficial QSS SDE;Luiz Gonzaga Machado Guimarães;968-A/SCC;14/12/1990
11325;Suboficial QSS SEF;Luiz Gonzaga Motta de Souza;116/SCC;20/01/1984
11326;Senhor;Luiz Gonzaga Ribeiro;100/SCC;20/02/1997
11327;Senhor;Luiz Gonzaga Sales;1813/SCC;20/12/1984
11328;Suboficial QSS SML;Luiz Gonzaga Silva;047/SCC;20/01/1981
11329;Suboficial QSS BCO;Luiz Gonzaga Telles;193/SCC;20/02/1995
11330;Suboficial QSS BCO;Luiz Guilherme da Silva Furtado;113/SCC;28/02/2000
11331;Segundo-Sargento SAD;Luiz Guilherme dos Santos Moraes;80/SC;26/02/2008
11332;Cabo QCB SAD;Luiz Guilhermino da Silva;116/SCC;20/01/1984
11333;Primeiro-Sargento QSS BCO;Luiz Gusmão;047/SCC;20/01/1981
11334;Suboficial QSS BMA;Luiz Gustavo Bustamante Delmonte;58/SC;14/02/2012
11335;Suboficial;Luiz Gustavo do Carmo Silva;247/SC;06/03/2006
11336;Terceiro-Sargento QESA SGS;Luiz Gustavo Guastavino Mezzomo;160/SCC;16/03/1994
11337;Suboficial QSS SML;Luiz Gustavo Martins de Oliveira;202/SC;18/02/2004
11338;Cabo QCB SAD;Luiz Gustavo Nottes da Conceição;113/SCC;28/02/2000
11339;Primeiro-Sargento QSS BMA;Luiz Gustavo Ramos;1172/SCC;15/12/1987
11340;Suboficial QSS BCT;Luiz Gustavo Ramos Santos;189/SC;07/02/2013
11341;Suboficial BMA;Luiz Gustavo Santos Galdino;81/SC;07/02/2011
11342;Suboficial QSS BMB;Luiz Gustavo Vargas da Silva;98/SCC;18/02/1998
11343;Suboficial QSS BET;Luiz Haruo Morishita;931/SCC;12/12/1989
11344;Segundo-Sargento QSS SAD;Luiz Henrique Acioli;048/SCC;18/01/1996
11345;Suboficial SEM;Luiz Henrique Andre;80/SC;26/02/2008
11346;Suboficial QSS BMA;Luiz Henrique Campos da Silva;98/SCC;18/02/1998
11347;Terceiro-Sargento QESA SAD;Luiz Henrique da Silva Marinho;841/SCC;01/12/1988
11348;Taifeiro-Mor QTA TAR;Luiz Henrique de Carvalho;1057/SCC;20/12/1985
11349;Suboficial ;Luiz Henrique de Jesus Lowndes;81/SC;07/02/2011
11350;Suboficial QSS BMA;Luiz Henrique de Melo Tavares;6/SCGC;08/01/2018
11351;Suboficial QSS BMA;Luiz Henrique de Souza;113/SC;22/02/2001
11352;Suboficial QSS BEP;Luiz Henrique de Souza Cecilio;204/SC;22/02/2005
11353;Primeiro-Sargento QSS BFT;Luiz Henrique Dias Pedro;130/SCGC;03/02/2014
11354;Cabo (EF);Luiz Henrique Dionizio Correa;6/SCGC;08/01/2018
11355;Primeiro-Sargento QSS SGS;Luiz Henrique dos Anjos;113/SC;22/02/2001
11356;Terceiro-Sargento QESA SAD;Luiz Henrique dos Reis;189/SC;07/02/2013
11357;Suboficial QSS SAD;Luiz Henrique dos Santos Batalha;161/SC;21/02/2003
11358;Primeiro-Sargento QSS BMA;Luiz Henrique Gomes;051/SCC;26/02/1993
11359;Suboficial QSS SML;Luiz Henrique Monqueiro;247/SC;06/03/2006
11360;Suboficial QSS BMA;Luiz Henrique Pereira;202/SC;18/02/2004
11361;Primeiro-Sargento QSS SGS;Luiz Henrique Rodrigues;193/SCC;20/02/1995
11362;Suboficial;Luiz Henrique Rodrigues da Costa;130/SCGC;03/02/2014
11363;Suboficial QSS BEP;Luiz Henrique Santos da Silva;247/SC;06/03/2006
11364;Primeiro-Sargento QSS BMA;Luiz Hermínio dos Santos;092/SCC;20/01/1982
11365;Suboficial QSS SOB;Luiz Homero Gonçalves Maia;1813/SCC;20/12/1984
11366;Terceiro-Sargento QC (DT);Luiz Izaias de Macêdo;116/SCC;20/01/1984
11367;Senhor;Luiz Jorge Melo Lopes;870/SCC;20/12/1991
11368;Suboficial QSS BCO;Luiz Jorge Werneck;870/SCC;20/12/1991
11369;Suboficial QSS BSP;Luiz José Varisco;90/SCC;22/02/1999
11370;Suboficial QSS SAD;Luiz José Vieira;113/SC;22/02/2001
11371;Terceiro-Sargento R/1;Luiz Klinger Nicolau de Melo;58/SC;14/02/2012
11372;Suboficial QSS SMU;Luiz Laurentino de Oliveira;161/SC;21/02/2003
11373;Senhor;Luiz Leonardo da Silva;160/SCC;16/03/1994
11374;Suboficial QSS BMA;Luiz Lopes Areias;193/SCC;20/02/1995
11375;Suboficial QSS BMA;Luiz Lopes de Jordão;841/SCC;01/12/1988
11376;Suboficial QSS BEI;Luiz Manoel de Almeida Nogueira;100/SCC;20/02/1997
11377;Cabo QCB BSP;Luiz Manoel Gomes;90/SCC;22/02/1999
11378;Primeiro-Sargento QSS BCO;Luiz Mário da Silva Santos;161/SC;21/02/2003
11379;Suboficial QSS SEF;Luiz Mário Gomes de Araújo;968-A/SCC;14/12/1990
11380;Primeiro-Sargento QSS SGS;Luiz Marques Xavier;870/SCC;20/12/1991
11381;Segundo-Sargento QSS BSP;Luiz Mendes Leite;116/SCC;20/01/1984
11382;Capitão QOEA;Luiz Nelson Marcelino Dias;100/SCC;20/02/1997
11383;Suboficial QSS SGS;Luiz Nunes;091/SCC;20/01/1980
11384;Primeiro-Sargento QSS SOB;Luiz Octávio das Chagas Salgado;193/SCC;20/02/1995
11385;Suboficial QSS SGS;Luiz Odir Niquele Araújo;931/SCC;12/12/1989
11386;Suboficial QSS SEM;Luiz Orlando Leonardo;1813/SCC;20/12/1984
11387;Major QOESUP;Luiz Otávio da Cunha Vandelli;100/SCC;20/02/1997
11388;Segundo-Sargento SGS;Luiz Otavio de Melo;81/SC;07/02/2011
11389;Suboficial QSS SGS;Luiz Otávio Martins;1172/SCC;15/12/1987
11390;Suboficial QSS BMA;Luiz Paulo Bortolussi;204/SC;22/02/2005
